price,duration,emirate,number,character,timestamp,value_of_X,number_of_X,value_of_Y,number_of_Y,pattern,number_of_zeros,number_of_digits,isYear,isPalindrome,isMemeNumber,containsMemeNumber,isCarModel,containsSeries,isFullSeries,random
58000,,dubai,99888,A,07:00.1,8,3,9,2,YYXXX,0,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.901850658
4500,1 week ago,dubai,84887,x,07:00.0,8,3,4,1,X_XX_,0,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.653330745
8000,6 months ago,dubai,32327,q,07:00.0,2,2,3,2,YXYX_,0,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.886425795
3300,4 months ago,dubai,50561,d,07:00.0,5,2,1,1,X0X__,1,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.956577093
4900,2 weeks ago,dubai,58151,x,07:00.0,1,2,5,2,Y_XYX,0,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.870421402
2400,2 weeks ago,dubai,51921,aa,07:00.0,1,2,2,1,_X__X,0,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.700633594
12000,1 day ago,dubai,74800,v,07:00.0,4,1,7,1,___00,2,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.043766707
10000,4 days ago,dubai,94044,g,07:00.1,4,3,9,1,_X0XX,1,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.266038463
7900,1 week ago,dubai,12281,d,07:00.1,1,2,2,2,XYY_X,0,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.402318971
4500,,dubai,60966,BB,07:00.0,6,3,9,1,X0_XX,1,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.607370267
21000,2 months ago,dubai,44567,v,07:00.0,4,2,5,1,XX___,0,5,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0.522596491
8000,,dubai,42344,N,07:00.0,4,3,2,1,X__XX,0,5,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0.438861886
8000,5 months ago,dubai,30440,t,07:00.0,4,2,3,1,_0XX0,2,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.937464586
2500000,,dubai,55555,O,07:00.0,5,5,,0,XXXXX,0,5,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.5350383
12500,1 day ago,dubai,66543,u,07:00.0,6,2,3,1,XX___,0,5,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0.783729587
14900,2 weeks ago,dubai,38433,a,07:00.0,3,3,4,1,X__XX,0,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.324226094
3500,1 month ago,dubai,94824,aa,07:00.0,4,2,2,1,_X__X,0,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.647140921
24000,2 months ago,dubai,70600,v,07:00.0,6,1,7,1,_0_00,3,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.295455805
21000,3 months ago,dubai,9468,c,07:00.0,4,1,6,1,____,0,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.587230358
5800,8 months ago,dubai,36536,s,07:00.0,3,2,6,2,XY_XY,0,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.482821795
33900,5 days ago,dubai,6044,e,07:00.0,4,2,6,1,_0XX,1,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.467860813
11900,,dubai,7950,Y,07:00.0,5,1,7,1,___0,1,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.636867114
5000,10 months ago,dubai,67622,n,07:00.0,2,2,6,2,Y_YXX,0,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.047992502
175000,1 day ago,dubai,2626,m,07:00.0,2,2,6,2,XYXY,0,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.047146865
295000,1 week ago,dubai,18000,y,07:00.0,1,1,8,1,__000,3,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.055544602
16500,,dubai,8689,B,07:00.1,8,2,6,1,X_X_,0,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.752409084
4000,1 day ago,dubai,20876,z,07:00.0,2,1,6,1,_0___,1,5,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0.503599554
7500,1 day ago,dubai,84404,i,07:00.0,4,3,8,1,_XX0X,1,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.53046021
8000,6 months ago,dubai,89595,q,07:00.0,5,2,9,2,_YXYX,0,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.345346755
16500,1 week ago,dubai,8374,u,07:00.0,3,1,4,1,____,0,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.120114114
12500,1 day ago,dubai,60067,v,07:00.0,6,2,7,1,X00X_,2,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.366965051
155000,1 week ago,dubai,2552,c,07:00.0,2,2,5,2,XYYX,0,4,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.63474749
28000,4 days ago,dubai,91196,p,07:00.0,1,2,9,2,YXXY_,0,5,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0.736570997
12900,,dubai,50058,U,07:00.0,5,2,8,1,X00X_,2,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.666725164
20000,4 days ago,dubai,44450,p,07:00.0,4,3,5,1,XXX_0,1,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.568549292
4000,1 week ago,dubai,65509,c,07:00.0,5,2,6,1,_XX0_,1,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.47072278
65000,2 days ago,dubai,7856,a,07:00.0,5,1,6,1,____,0,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.919071863
4200,3 months ago,dubai,27207,m,07:00.0,2,2,7,2,XYX0Y,1,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.391483121
19900,,dubai,63003,K,07:00.0,3,2,6,1,_X00X,2,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.796737048
13000,5 months ago,dubai,67675,s,07:00.0,6,2,7,2,XYXY_,0,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.342176197
8900,11 months ago,dubai,11550,q,07:00.0,1,2,5,2,XXYY0,1,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.316130888
17900,4 days ago,dubai,20110,w,07:00.0,1,2,2,1,_0XX0,2,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.612370667
38000,1 month ago,dubai,4190,m,07:00.0,1,1,4,1,___0,1,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.112649544
8500,4 months ago,dubai,87867,e,07:00.0,7,2,8,2,YXY_X,0,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.73161672
4000,8 months ago,dubai,86808,e,07:00.0,8,3,6,1,X_X0X,1,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.027741308
90000,,dubai,7860,DD,07:00.0,6,1,7,1,___0,1,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.266712471
4900,2 weeks ago,dubai,38355,p,07:00.0,3,2,5,2,X_XYY,0,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.71103938
7000,6 months ago,dubai,24233,s,07:00.0,2,2,3,2,X_XYY,0,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.262968568
360000,2 months ago,dubai,3003,i,07:00.0,3,2,,0,X00X,2,4,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.539878413
29900,3 months ago,dubai,7709,o,07:00.0,7,2,9,1,XX0_,1,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.527920298
7000,6 months ago,dubai,88696,p,07:00.0,6,2,8,2,YYX_X,0,5,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0.290471439
42900,5 months ago,dubai,11102,o,07:00.0,1,3,2,1,XXX0_,1,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.0708789
100000,,dubai,77747,W,07:00.1,7,4,4,1,XXX_X,0,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.6070649
12000,4 days ago,dubai,44911,v,07:00.0,1,2,4,2,YY_XX,0,5,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0.765866176
4500,9 months ago,dubai,87060,z,07:00.0,6,1,7,1,__0_0,2,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.471430515
41000,,dubai,29600,P,07:00.0,2,1,6,1,___00,2,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.356603543
9500,19 hours ago,dubai,41417,u,07:00.0,1,2,4,2,YXYX_,0,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.288265951
5500,2 weeks ago,dubai,61664,x,07:00.0,6,3,1,1,X_XX_,0,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.141313567
19000,23 minutes ago,dubai,78078,f,44:00.0,7,2,8,2,XY0XY,1,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.266138059
6900,5 months ago,dubai,84083,c,07:00.0,8,2,3,1,X_0X_,1,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.481772628
6900,1 week ago,dubai,57184,a,07:00.1,1,1,4,1,_____,0,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.409026638
290000,,dubai,11100,D,07:00.0,1,3,,0,XXX00,2,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.72712774
25000,11 months ago,dubai,19577,a,07:00.0,7,2,1,1,___XX,0,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.601346204
3900,5 days ago,dubai,90860,d,07:00.0,6,1,8,1,_0__0,2,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.108892942
4500,,dubai,77086,DD,07:00.0,7,2,6,1,XX0__,1,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.273527365
4900,2 weeks ago,dubai,99272,q,07:00.0,2,2,9,2,YYX_X,0,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.18141825
17000,8 hours ago,dubai,7958,g,07:00.0,5,1,7,1,____,0,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.802502071
76000,1 week ago,dubai,8010,s,07:00.0,1,1,8,1,_0_0,2,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.739135577
4000,1 week ago,dubai,42468,c,07:00.0,4,2,2,1,X_X__,0,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.552258665
6500,6 months ago,dubai,36365,g,07:00.0,3,2,6,2,XYXY_,0,5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0.475864839
22000,1 month ago,dubai,99113,p,07:00.0,1,2,9,2,YYXX_,0,5,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0.286543809
17500,2 days ago,dubai,7649,f,07:00.0,4,1,6,1,____,0,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.460672312
14900,4 days ago,dubai,73334,j,07:00.0,3,3,4,1,_XXX_,0,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.25592878
150000,2 months ago,dubai,21221,a,07:00.0,2,3,1,2,XYXXY,0,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.740997801
2900,,dubai,40036,E,07:00.1,3,1,4,1,_00__,2,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.553727697
6800,7 months ago,dubai,31061,a,07:00.0,1,2,3,1,_X0_X,1,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.43538048
7000,1 week ago,dubai,85581,v,07:00.0,5,2,8,2,YXXY_,0,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.804036394
13000,1 month ago,dubai,87080,cc,07:00.0,8,2,7,1,X_0X0,2,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.521608154
3800,2 weeks ago,dubai,90192,m,07:00.0,9,2,1,1,X0_X_,1,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.223986431
17500,4 months ago,dubai,55540,n,07:00.0,5,3,4,1,XXX_0,1,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.571909066
4900,2 weeks ago,dubai,44878,o,07:00.0,4,2,8,2,XXY_Y,0,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.240741401
130000,,dubai,1974,Y,07:00.1,1,1,4,1,____,0,4,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.023628135
9200,6 months ago,dubai,99224,e,07:00.0,2,2,9,2,YYXX_,0,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.083633613
1300000,,dubai,1000,BB,07:00.1,1,1,,0,_000,3,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.466360347
28000,3 months ago,dubai,3638,h,07:00.0,3,2,6,1,X_X_,0,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.01416752
7500,1 day ago,dubai,22724,b,07:00.0,2,3,4,1,XX_X_,0,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.674661422
10900,14 hours ago,dubai,42300,s,07:00.0,2,1,3,1,___00,2,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.108273446
56500,8 months ago,dubai,33444,n,07:00.0,4,3,3,2,YYXXX,0,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.324068654
330000,,dubai,9111,O,07:00.0,1,3,9,1,_XXX,0,4,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0.409119083
3900,8 months ago,dubai,22162,r,07:00.0,2,3,1,1,XX__X,0,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.374438691
4900,2 weeks ago,dubai,83733,x,07:00.0,3,3,7,1,_X_XX,0,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.58541861
17000,,dubai,2319,J,07:00.0,1,1,2,1,____,0,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.949145078
3500,,dubai,43244,AA,07:00.1,4,3,2,1,X__XX,0,5,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0.62223194
4200,11 months ago,dubai,21191,u,07:00.0,1,3,2,1,_XX_X,0,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.392353975
110000,2 days ago,dubai,33933,d,07:00.0,3,4,9,1,XX_XX,0,5,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.821313437
65000,1 week ago,dubai,40040,l,07:00.0,4,2,,0,X00X0,3,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.435576577
28900,2 months ago,dubai,3308,v,07:00.0,3,2,8,1,XX0_,1,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.194395541
29900,2 days ago,dubai,5095,i,07:00.0,5,2,9,1,X0_X,1,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.066950716
13000,,dubai,44104,G,07:00.0,4,3,1,1,XX_0X,1,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.298792498
25000,,dubai,6322,A,07:00.0,2,2,3,1,__XX,0,4,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0.891629419
4900,3 months ago,dubai,33879,aa,07:00.0,3,2,7,1,XX___,0,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.458066416
20000,,dubai,5857,F,07:00.1,5,2,7,1,X_X_,0,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.905464535
6500,2 months ago,dubai,25725,r,07:00.0,2,2,5,2,XY_XY,0,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.354182685
27900,,dubai,1167,DD,07:00.0,1,2,6,1,XX__,0,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.056964091
8000,5 months ago,dubai,37010,x,07:00.0,1,1,3,1,__0_0,2,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.917137027
155000,,dubai,69696,DD,07:00.0,6,3,9,2,XYXYX,0,5,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,0.407400869
18900,8 months ago,dubai,3760,c,07:00.0,3,1,6,1,___0,1,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.726844753
78500,5 days ago,dubai,33344,n,07:00.0,3,3,4,2,XXXYY,0,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.901379837
20000,7 months ago,dubai,33071,a,07:00.0,3,2,1,1,XX0__,1,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.462032753
38000,1 day ago,dubai,1271,l,07:00.0,1,2,2,1,X__X,0,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.490536742
67000,,dubai,2102,B,07:00.0,2,2,1,1,X_0X,1,4,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0.107791051
5900,2 weeks ago,dubai,99409,i,07:00.0,9,3,4,1,XX_0X,1,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.232984652
12500,1 day ago,dubai,98088,v,07:00.0,8,3,9,1,_X0XX,1,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.725375615
749000,,dubai,70000,H,07:00.0,7,1,,0,_0000,4,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.924918761
19000,1 month ago,dubai,6509,p,07:00.0,5,1,6,1,__0_,1,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.33005998
85000,,dubai,6311,V,07:00.0,1,2,3,1,__XX,0,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.429261853
5900,1 month ago,dubai,27278,q,07:00.0,2,2,7,2,XYXY_,0,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.400092714
9500,3 months ago,dubai,67110,bb,07:00.0,1,2,6,1,__XX0,1,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.899270248
9000,,dubai,13921,B,07:00.0,1,2,2,1,X___X,0,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.69572663
16000,2 months ago,dubai,42777,l,07:00.0,7,3,2,1,__XXX,0,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.942618243
35000,2 weeks ago,dubai,4232,p,07:00.0,2,2,3,1,_X_X,0,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.323675101
29500,3 weeks ago,dubai,45445,j,07:00.0,4,3,5,2,XYXXY,0,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.761627094
13500,2 weeks ago,dubai,52200,e,07:00.0,2,2,5,1,_XX00,2,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.467329565
6500,2 days ago,dubai,32007,cc,07:00.0,2,1,3,1,__00_,2,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.759600845
3800,23 hours ago,dubai,56506,u,07:00.0,5,2,6,2,XYX0Y,1,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.808492168
14500,,dubai,14341,Q,07:00.1,1,2,4,2,XY_YX,0,5,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.851647303
44000,1 month ago,dubai,1322,v,07:00.0,2,2,1,1,__XX,0,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.991947287
20000,11 months ago,dubai,96949,s,07:00.0,9,3,4,1,X_X_X,0,5,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0.275330507
2500,1 month ago,dubai,39250,b,07:00.0,2,1,3,1,____0,1,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.40741593
17000,1 month ago,dubai,9534,q,07:00.0,3,1,4,1,____,0,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.631183371
770000,,dubai,700,G,07:00.1,7,1,,0,_00,2,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.957503089
5500,4 months ago,dubai,56784,q,07:00.0,4,1,5,1,_____,0,5,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0.669515381
2900,1 month ago,dubai,57180,b,07:00.0,1,1,5,1,____0,1,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.270818342
25900,4 months ago,dubai,35533,k,07:00.0,3,3,5,2,XYYXX,0,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.423689611
17500,5 days ago,dubai,9521,e,07:00.0,1,1,2,1,____,0,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.093804883
10500,1 day ago,dubai,94194,t,07:00.0,4,2,9,2,YX_YX,0,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.611028666
3500,3 months ago,dubai,46442,bb,07:00.0,4,3,2,1,X_XX_,0,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.154426778
260000,,dubai,19000,Z,07:00.1,1,1,9,1,__000,3,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.679567255
12900,,dubai,54443,L,07:00.1,4,3,3,1,_XXX_,0,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.691150898
3900,1 week ago,dubai,56797,b,07:00.0,7,2,5,1,__X_X,0,5,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0.954084186
27000,3 days ago,dubai,91190,n,07:00.0,1,2,9,2,YXXY0,1,5,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0.950716864
18500,1 day ago,dubai,60101,h,07:00.0,1,2,6,1,_0X0X,2,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.286333655
10500,3 months ago,dubai,72799,v,07:00.0,7,2,9,2,X_XYY,0,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.220764122
26000,10 months ago,dubai,8092,p,07:00.0,2,1,8,1,_0__,1,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.362790765
16000,2 days ago,dubai,60211,a,07:00.0,1,2,2,1,_0_XX,1,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.456020381
4500,3 months ago,dubai,42182,l,07:00.0,2,2,1,1,_X__X,0,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.208410948
23000,,dubai,1582,K,07:00.0,1,1,2,1,____,0,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.059741366
60000,3 months ago,dubai,91911,u,07:00.0,1,3,9,2,YXYXX,0,5,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0.355025638
6000,4 months ago,dubai,67895,q,07:00.0,5,1,6,1,_____,0,5,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0.638196871
13500,,dubai,33386,O,07:00.0,3,3,6,1,XXX__,0,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.368586513
375000,1 month ago,dubai,9990,u,07:00.0,9,3,,0,XXX0,1,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.110306278
24900,,dubai,9115,X,07:00.1,1,2,5,1,_XX_,0,4,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0.529578295
4900,2 weeks ago,dubai,33932,x,07:00.0,3,3,2,1,XX_X_,0,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.22056357
17900,,dubai,77008,Q,07:00.0,7,2,8,1,XX00_,2,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.52172539
19500,10 months ago,dubai,5229,k,07:00.0,2,2,5,1,_XX_,0,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.899755875
9500,23 minutes ago,dubai,97009,g,44:00.0,9,2,7,1,X_00X,2,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.914397107
4500,7 months ago,dubai,90071,z,07:00.0,1,1,7,1,_00__,2,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.736593919
14900,,dubai,5539,D,07:00.1,5,2,3,1,XX__,0,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.789317564
2900,10 months ago,dubai,26652,x,07:00.0,2,2,6,2,XYY_X,0,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.397763444
13000,,dubai,91139,Z,07:00.0,1,2,9,2,YXX_Y,0,5,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0.067789178
34000,4 days ago,dubai,92299,e,07:00.0,9,3,2,2,XYYXX,0,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.887726334
25900,1 month ago,dubai,9151,g,07:00.0,1,2,5,1,_X_X,0,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.206155651
500000,,dubai,60000,C,07:00.1,6,1,,0,_0000,4,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.963918732
7000,9 months ago,dubai,44786,q,07:00.0,4,2,6,1,XX___,0,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.912444842
5500,2 weeks ago,dubai,49440,x,07:00.0,4,3,9,1,X_XX0,1,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.216396818
650000,,dubai,203,DD,07:00.0,2,1,3,1,_0_,1,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.861226281
7700,3 months ago,dubai,31232,m,07:00.0,2,2,3,2,Y_XYX,0,5,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0.44065785
250000,,dubai,3003,I,07:00.0,3,2,,0,X00X,2,4,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.567717633
9000,3 weeks ago,dubai,90620,r,07:00.0,2,1,6,1,_0__0,2,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.736791412
21900,6 months ago,dubai,4534,i,07:00.0,4,2,3,1,X__X,0,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.090316496
5900,2 weeks ago,dubai,56646,u,07:00.0,6,3,4,1,_XX_X,0,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.942749306
